tweet_id,author,text,date,url,sentiment,catégorie,priority,urgent,besoin_reponse,estimation_resolution,réclamations,confidence,text_cleaned,Thème principal,theme_confidence,Incident principal,incident_responsable,incident_confidence,reclamation_confidence
211,pyrams715,c'est combien pour la freebox révolution ?,2024-07-22 17:13:19+00:00,https://twitter.com/pyrams715/status/1815434963325788185,neutre,fibre,basse,False,False,72,Non,0.75,c'est combien pour la freebox revolution ?,FIBRE,0.85,technique,service_technique,0.65,0.6
1500,T7NaSaSu,vraiment vos technicien c’est une catastrophe ! sa se présente pas mais sa prétend s’être présenté et avoir attendu 40min en bas de chez moi ! 4 d’abonnement ben je vais vite résilier.,2024-09-26 12:50:44+00:00,https://twitter.com/T7NaSaSu/status/1839286484337074651,negatif,facture,basse,False,True,72,Non,0.8840336799621582,vraiment vos technicien c'est une catastrophe ! sa se presente pas mais sa pretend s'etre presente et avoir attendu 40min en bas de chez moi ! 4 d'abonnement ben je vais vite resilier.,FIBRE,0.75,technique,service_technique,0.65,0.6
60,soulakhey,de l’aide s’il vous plaît,2024-07-17 19:11:00+00:00,https://twitter.com/soulakhey/status/1813652642113229136,positif,autre,basse,False,False,72,Non,1.0,de l'aide s'il vous plait,autre,0.5,aucun,service_client,0.5,0.6
3054,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nconcernant votre inscription, retrouvez-moi dès à présent sur messenger :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-10 13:13:11+00:00,https://twitter.com/Freebox/status/1899086130219249813,negatif,autre,basse,False,True,72,Non,0.6073139309883118,"bonjour,nnla messagerie privee x n'est plus disponible.nconcernant votre inscription, retrouvez-moi des a present sur messenger :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",SAV,0.75,aucun,service_client,0.5,0.6
2035,cochonvenere,salut et .noqee fonctionne sous xiaomi mibox s ( 2d gen ) ?nfreebox,2024-10-21 19:15:55+00:00,https://twitter.com/cochonvenere/status/1848443113750065162,negatif,fibre,basse,False,True,72,Non,0.3590609729290008,salut et .noqee fonctionne sous xiaomi mibox s ( 2d gen ) ?nfreebox,FIBRE,0.85,technique,service_technique,0.65,0.6
3667,Antheme2,"je ne comprends pas, depuis que je suis sur , je suis régulièrement en panne. et beaucoup de temps à chaque fois pour être dépanné et récupérer ma box fonctionnel.",2025-06-05 15:19:55+00:00,https://twitter.com/Antheme2/status/1930645767527547177,negatif,fibre,basse,False,True,72,Oui,0.4192233383655548,"je ne comprends pas, depuis que je suis sur , je suis regulierement en panne. et beaucoup de temps a chaque fois pour etre depanne et recuperer ma box fonctionnel.",FIBRE,0.75,incident_reseau,service_technique,0.65,0.8
1062,Moussdjebloune,"propose un nouveau forfait à 25,99€, alors que je paie 30€. ils risquent de perdre un client puisqu’ils refusent de me faire une réduction. , quelles offres box proposez-vous pour la maison à 25,99€ ou moins ?",2024-09-05 19:09:15+00:00,https://twitter.com/Moussdjebloune/status/1831771594756440232,negatif,fibre,basse,False,True,72,Non,0.4335421621799469,"propose un nouveau forfait a 25,99EUR, alors que je paie 30EUR. ils risquent de perdre un client puisqu'ils refusent de me faire une reduction. , quelles offres box proposez-vous pour la maison a 25,99EUR ou moins ?",FIBRE,0.75,information,service_client,0.65,0.6
766,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés meufgenantennretrouvez-nous dès à présent sur messenger &gt; nou via",2024-08-22 07:06:37+00:00,https://twitter.com/Freebox/status/1826516309875515778,negatif,autre,basse,False,True,72,Non,0.6502075791358948,"la messagerie privee x n'est plus disponible, et nous en sommes desoles meufgenantennretrouvez-nous des a present sur messenger &gt; nou via",SAV,0.75,aucun,service_client,0.5,0.6
1927,YassPedri,on paye pourquoi enft,2024-10-16 00:13:40+00:00,https://twitter.com/YassPedri/status/1846343719840035136,negatif,autre,basse,False,True,72,Non,0.3022060692310333,on paye pourquoi enft,autre,0.5,information,service_client,0.65,0.6
3294,hajiyn95,ma freebox et ma ligne portable free sont hs.n y’a un problème ?,2025-04-16 22:53:24+00:00,https://twitter.com/hajiyn95/status/1912640497073508682,positif,fibre,basse,False,False,72,Non,0.9,ma freebox et ma ligne portable free sont hs.n y'a un probleme ?,FIBRE,0.9,technique,service_technique,0.65,0.6
1065,Kenma_kugel,les bots aussi ont le droit de voter !! (jvais te retrouver ving),2024-09-05 20:29:12+00:00,https://twitter.com/Kenma_kugel/status/1831791713381445694,negatif,autre,basse,False,True,72,Non,0.360019326210022,les bots aussi ont le droit de voter !! (jvais te retrouver ving),autre,0.5,aucun,service_client,0.5,0.6
2527,NAJJARIM,bonsoir navez vous une solution à proposer à un client fidèle depuis 20ans ?nfree fidelite freebox,2024-11-20 17:21:38+00:00,https://twitter.com/NAJJARIM/status/1859285988352184358,neutre,fibre,basse,False,False,72,Non,0.9,bonsoir navez vous une solution a proposer a un client fidele depuis 20ans ?nfree fidelite freebox,FIBRE,0.85,technique,service_technique,0.65,0.6
2300,Paul_DBN,",nnil y a moyen de contacter le support ici ou sur messenger ouuuuuu ?",2024-11-06 09:40:05+00:00,https://twitter.com/Paul_DBN/status/1854096408372269368,negatif,autre,basse,False,True,72,Non,0.3349675834178924,",nnil y a moyen de contacter le support ici ou sur messenger ouuuuuu ?",SAV,0.9,processus_sav,service_client,0.8,0.6
2421,jnnr243,au nom de dieu jvais résilier c’est trop fr,2024-11-14 01:05:48+00:00,https://twitter.com/jnnr243/status/1856866086928498831,negatif,autre,basse,False,True,72,Non,0.8,au nom de dieu jvais resilier c'est trop fr,autre,0.5,aucun,service_client,0.5,0.6
583,CharlneP6,"pour cela, il faudrait déjà que cela fonctionne je n'ai plus internet depuis 24h, 3 conseillés qui me disent 3 choses différentes et de fausses informations. vous avez peut être un avis ?",2024-08-10 09:27:06+00:00,https://twitter.com/CharlneP6/status/1822203005522870324,negatif,fibre,basse,False,True,72,Oui,0.3718533217906952,"pour cela, il faudrait deja que cela fonctionne je n'ai plus internet depuis 24h, 3 conseilles qui me disent 3 choses differentes et de fausses informations. vous avez peut etre un avis ?",FIBRE,0.75,information,service_client,0.65,0.7
1689,lightshinono,. j’ai 300 de ping là au boulot,2024-10-03 20:36:11+00:00,https://twitter.com/lightshinono/status/1841940331996000266,negatif,autre,basse,False,True,72,Non,0.3346055746078491,. j'ai 300 de ping la au boulot,autre,0.5,aucun,service_client,0.5,0.6
2209,Gonee2Soon,qui juste pour changer de forfait veulent me faire payer 49€ on sait pas pourquoi,2024-10-31 23:31:16+00:00,https://twitter.com/Gonee2Soon/status/1852131252595495159,negatif,autre,basse,False,True,72,Non,0.4674504101276397,qui juste pour changer de forfait veulent me faire payer 49EUR on sait pas pourquoi,MOBILE,0.75,information,service_client,0.65,0.6
941,SuRVoLT69,"dites, je suis à moins d’1m de ma box, mais je peine à ouvrir une carte google maps (voir vidéo).ncôté ordi, impossible de regarder terracid en 1080p, je suis revenu aux 360p de l’adsl, et le pire c’est que ça coupe toutes les 5min.nxavier niel ne peut rien faire pour moi ?",2024-08-30 20:39:47+00:00,https://twitter.com/SuRVoLT69/status/1829620052301373918,negatif,fibre,basse,False,True,72,Oui,0.6734750866889954,"dites, je suis a moins d'1m de ma box, mais je peine a ouvrir une carte google maps (voir video).ncote ordi, impossible de regarder terracid en 1080p, je suis revenu aux 360p de l'adsl, et le pire c'est que ca coupe toutes les 5min.nxavier niel ne peut rien faire pour moi ?",FIBRE,0.85,technique,service_technique,0.65,0.8
188,RZN_FN,nan mais la box stp j'ai jamais vu ca,2024-07-20 22:16:08+00:00,https://twitter.com/RZN_FN/status/1814786397020299656,negatif,fibre,basse,False,True,72,Non,0.3985869586467743,nan mais la box stp j'ai jamais vu ca,FIBRE,0.75,technique,service_technique,0.65,0.6
1611,Optimusgenisis,"merci de m’avoir couper la wifi et le fixe une semaine avant mon déménagement, franchement génial là j’ai plus de wifi et tout mes équipements inaccessibles, je songe à changer d’opérateur là ça me gonfle",2024-10-01 18:27:34+00:00,https://twitter.com/Optimusgenisis/status/1841183188795654418,negatif,fibre,basse,False,True,72,Oui,0.3424299657344818,"merci de m'avoir couper la wifi et le fixe une semaine avant mon demenagement, franchement genial la j'ai plus de wifi et tout mes equipements inaccessibles, je songe a changer d'operateur la ca me gonfle",FIBRE,0.75,technique,service_technique,0.65,0.7
2177,Freebox,"bonjour doalou,nnje comprends votre interrogation, sachez que si votre compte est concerné, vous avez reçu ou recevrez rapidement un email de free, sur votre adresse email de contact. nvous y trouverez toutes les informations à connaitre.",2024-10-26 09:08:02+00:00,https://twitter.com/Freebox/status/1850102076354728078,negatif,autre,basse,False,True,72,Non,0.2829859852790832,"bonjour doalou,nnje comprends votre interrogation, sachez que si votre compte est concerne, vous avez recu ou recevrez rapidement un email de free, sur votre adresse email de contact. nvous y trouverez toutes les informations a connaitre.",SAV,0.75,information,service_client,0.8,0.6
2526,HawaDram9,problème de connexion. sur ma box n’arrive pas à joindre service assistance,2024-11-20 16:50:13+00:00,https://twitter.com/HawaDram9/status/1859278084328804705,negatif,fibre,basse,False,True,72,Non,0.4277754127979278,probleme de connexion. sur ma box n'arrive pas a joindre service assistance,FIBRE,0.85,processus_sav,service_client,0.65,0.6
1259,lsakurayuki,comment vous avez l'air de ne pas comprendre avec vos messages automatiques je vous remets mon message nn ce soit angélique zelda ou même link je ne répondrai que via twitter,2024-09-13 17:31:37+00:00,https://twitter.com/lsakurayuki/status/1834646128823763093,negatif,autre,basse,False,True,72,Non,0.576820969581604,comment vous avez l'air de ne pas comprendre avec vos messages automatiques je vous remets mon message nn ce soit angelique zelda ou meme link je ne repondrai que via twitter,autre,0.5,information,service_client,0.65,0.6
2245,Captain_Misaki,je vais commencer à insulter vos mère ça fait 24h que ma free est bloqué à l’étape 2,2024-11-03 11:11:01+00:00,https://twitter.com/Captain_Misaki/status/1853032128520335515,negatif,autre,basse,False,True,72,Non,0.75,je vais commencer a insulter vos mere ca fait 24h que ma free est bloque a l'etape 2,autre,0.5,aucun,service_client,0.5,0.6
2853,hyperion2311,je crois qu'on a une perte de connexion au niveau national.,2024-12-08 16:30:34+00:00,https://twitter.com/hyperion2311/status/1865796120326365356,negatif,autre,basse,False,True,72,Non,0.4256626963615417,je crois qu'on a une perte de connexion au niveau national.,FIBRE,0.75,aucun,service_client,0.5,0.6
227,ImHeartBtz,"heureusement, ton forfait free te permet de travailler avec ta 5/4gnahhhh non, c'est vrai, quand les freebox ne fonctionnent pas, le réseau non plus.",2024-07-23 06:12:20+00:00,https://twitter.com/ImHeartBtz/status/1815631010496664047,positif,fibre,basse,False,False,72,Oui,0.8,"heureusement, ton forfait free te permet de travailler avec ta 5/4gnahhhh non, c'est vrai, quand les freebox ne fonctionnent pas, le reseau non plus.",FIBRE,0.85,information,service_client,0.65,0.7
3659,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nretrouvez-moi dès à présent sur messenger si votre besoin d'assistance est toujours d'actualité :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-06-05 11:02:56+00:00,https://twitter.com/Freebox/status/1930581096682360916,negatif,autre,basse,False,True,72,Oui,0.5016819834709167,"bonjour,nnla messagerie privee x n'est plus disponible.nretrouvez-moi des a present sur messenger si votre besoin d'assistance est toujours d'actualite :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",SAV,0.85,processus_sav,service_client,0.65,0.7
536,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés. nnsi vous avez toujours besoin d'une assistance, retrouvez-moi dès à présent sur messenger &gt; nou via – free",2024-08-08 09:07:53+00:00,https://twitter.com/Freebox/status/1821473394321170490,negatif,autre,basse,False,True,72,Oui,0.6308716535568237,"la messagerie privee x n'est plus disponible, et nous en sommes desoles. nnsi vous avez toujours besoin d'une assistance, retrouvez-moi des a present sur messenger &gt; nou via - free",SAV,0.85,processus_sav,service_client,0.65,0.7
1284,MKAKAultra,remettez la connexion j’ai un programme à finir .,2024-09-15 20:17:59+00:00,https://twitter.com/MKAKAultra/status/1835412770986008657,negatif,autre,basse,False,True,72,Non,0.3394615650177002,remettez la connexion j'ai un programme a finir .,FIBRE,0.75,aucun,service_client,0.5,0.6
2623,Driwx_,j’ai plus de co à l’aideeeee,2024-11-25 22:53:39+00:00,https://twitter.com/Driwx_/status/1861181485908124070,neutre,autre,basse,False,False,72,Non,0.75,j'ai plus de co a l'aideeeee,autre,0.5,aucun,service_client,0.5,0.6
698,Freebox,"bonjour,nnnous sommes sincèrement navrés de la gêne occasionnée par ces appels.nnla messagerie via x est indisponible, afin que nous puissions faire le nécessaire, nous vous invitons à nous contacter via messenger :n bientôt,,nmoujib - free",2024-08-19 14:31:05+00:00,https://twitter.com/Freebox/status/1825540999222812838,negatif,mobile,basse,False,True,72,Non,0.5475972890853882,"bonjour,nnnous sommes sincerement navres de la gene occasionnee par ces appels.nnla messagerie via x est indisponible, afin que nous puissions faire le necessaire, nous vous invitons a nous contacter via messenger :n bientot,,nmoujib - free",SAV,0.9,processus_sav,service_client,0.65,0.6
1581,Aybakfn,la meme 3 jours avant plus de co avec free pendant 3 jours,2024-09-30 19:27:11+00:00,https://twitter.com/Aybakfn/status/1840835804966580293,negatif,autre,basse,False,True,72,Oui,0.5497692227363586,la meme 3 jours avant plus de co avec free pendant 3 jours,autre,0.5,aucun,service_client,0.5,0.7
3412,lindalindaissa,"5 techniciens envoyés en 3 mois.ncongés posés à répétition pour rien.nce matin encore : pas de technicien, aucune info, aucun appel.nje paie un service que je n’ai toujours pas, et personne ne bouge.nça fait 3 mois que ça dure. vous comptez agir un jour ?",2025-05-15 08:20:12+00:00,https://twitter.com/lindalindaissa/status/1922929998832243018,negatif,mobile,basse,False,True,72,Oui,0.914811372756958,"5 techniciens envoyes en 3 mois.nconges poses a repetition pour rien.nce matin encore : pas de technicien, aucune info, aucun appel.nje paie un service que je n'ai toujours pas, et personne ne bouge.nca fait 3 mois que ca dure. vous comptez agir un jour ?",FIBRE,0.75,technique,service_technique,0.65,0.95
1744,mayima_,cela fait 3 jrs que j’ai plus internet chez moi. je désabonne de c’est fini. j’ai eu le même coup l’an dernier.,2024-10-04 19:25:04+00:00,https://twitter.com/mayima_/status/1842284822066262404,negatif,fibre,basse,False,True,72,Non,0.3868155479431152,cela fait 3 jrs que j'ai plus internet chez moi. je desabonne de c'est fini. j'ai eu le meme coup l'an dernier.,FIBRE,0.75,aucun,service_client,0.5,0.6
1038,Eyrinia,"bonjour, comment se fait-il que vos conseillers se permettent encore de partir de leur poste pour ne pas que le client puisse leur donner une notation ? la personne que je viens d'avoir a l'instant a été vraiment très peu aimable en plus de me laisser en plan.",2024-09-04 19:03:13+00:00,https://twitter.com/Eyrinia/status/1831407689777463538,negatif,autre,basse,False,True,72,Oui,0.4710351228713989,"bonjour, comment se fait-il que vos conseillers se permettent encore de partir de leur poste pour ne pas que le client puisse leur donner une notation ? la personne que je viens d'avoir a l'instant a ete vraiment tres peu aimable en plus de me laisser en plan.",TV,0.75,information,service_client,0.65,0.85
209,free,"fav si t’as déjà croisé cette télécommande dans ta vie, c’est pour une étude personnelle.",2024-07-22 15:16:04+00:00,https://twitter.com/free/status/1815405458875990485,neutre,autre,basse,False,False,72,Non,0.5,"fav si t'as deja croise cette telecommande dans ta vie, c'est pour une etude personnelle.",TV,0.75,aucun,service_client,0.5,0.6
3258,yggdrasoli,"coupure d'internet(fibre) à l'allée des muriers, 84370 bédarrides.",2025-04-08 18:27:21+00:00,https://twitter.com/yggdrasoli/status/1909674442550084067,positif,fibre,basse,False,False,72,Non,0.2859875559806824,"coupure d'internet(fibre) a l'allee des muriers, 84370 bedarrides.",FIBRE,0.85,incident_reseau,service_technique,0.65,0.6
566,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés.nnpouvez-vous nous retrouver dès à présent sur messenger que je regarde ce qu'il s'est passé :n nou via",2024-08-09 08:22:13+00:00,https://twitter.com/Freebox/status/1821824290725011690,negatif,autre,basse,False,True,72,Oui,0.6672815084457397,"la messagerie privee x n'est plus disponible, et nous en sommes desoles.nnpouvez-vous nous retrouver des a present sur messenger que je regarde ce qu'il s'est passe :n nou via",SAV,0.75,aucun,service_client,0.5,0.7
314,yggdrasoli,"coupure d'internet à l'allée des muriers, 13570 bédarrides",2024-07-29 01:27:45+00:00,https://twitter.com/yggdrasoli/status/1817733719622590545,negatif,fibre,basse,False,True,72,Non,0.6217813491821289,"coupure d'internet a l'allee des muriers, 13570 bedarrides",FIBRE,0.75,incident_reseau,service_technique,0.65,0.6
602,JIARui979476,bonjour j'ai résilié mon contrat de freebox et les équipements sont déjà retourne selon l´affichage de suivi de colis. mais pourquoi je reçois toujours votre mail/sms qui me disait que vous ne l´avez pas reçu?,2024-08-12 10:18:49+00:00,https://twitter.com/JIARui979476/status/1822940797970346340,negatif,fibre,basse,False,True,72,Oui,0.5045182704925537,bonjour j'ai resilie mon contrat de freebox et les equipements sont deja retourne selon l'affichage de suivi de colis. mais pourquoi je recois toujours votre mail/sms qui me disait que vous ne l'avez pas recu?,FIBRE,0.85,livraison,service_logistique,0.8,0.7
234,sarkasme76,"bonjour jamais vous répondez sur whatsapp ? j ai commandé la nouvelle box ultra je veux me rétracter. je vous l ai signifié, vous ne répondez pas, ups me prévient que le colis est expédié ,il sera refusé.",2024-07-23 09:19:10+00:00,https://twitter.com/sarkasme76/status/1815678028036350434,negatif,fibre,basse,False,True,72,Oui,0.5805854201316833,"bonjour jamais vous repondez sur whatsapp ? j ai commande la nouvelle box ultra je veux me retracter. je vous l ai signifie, vous ne repondez pas, ups me previent que le colis est expedie ,il sera refuse.",FIBRE,0.75,livraison,service_logistique,0.65,0.7
3280,senkutoujours,venez dm jai 2-3 trucs a vous dire c urgent,2025-04-11 18:45:20+00:00,https://twitter.com/senkutoujours/status/1910766130509083083,negatif,autre,basse,False,True,72,Non,0.2390597313642501,venez dm jai 2-3 trucs a vous dire c urgent,autre,0.5,aucun,service_client,0.5,0.6
1843,nAKAZZ_,quand les techniciens free doivent raccorder un logement à la fibre.,2024-10-10 12:58:04+00:00,https://twitter.com/nAKAZZ_/status/1844361759798579532,neutre,fibre,basse,False,False,72,Non,0.75,quand les techniciens free doivent raccorder un logement a la fibre.,FIBRE,0.85,information,service_client,0.65,0.6
3036,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger si votre demande n'est toujours pas pris en charge :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-06 10:32:50+00:00,https://twitter.com/Freebox/status/1897596223726510556,negatif,autre,basse,False,True,72,Oui,0.581477165222168,"bonjour,nnla messagerie privee x n'est plus disponible. nretrouvez-moi des a present sur messenger si votre demande n'est toujours pas pris en charge :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",SAV,0.75,information,service_client,0.65,0.8
1252,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés kaiitoootvnnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-09-13 15:52:27+00:00,https://twitter.com/Freebox/status/1834621169380589914,negatif,autre,basse,False,True,72,Non,0.9,"la messagerie privee x n'est plus disponible, et nous en sommes desoles kaiitoootvnnretrouvez-nous des a present sur messenger &gt; nou via",TV,0.75,aucun,service_client,0.5,0.6
112,Boyer71Fanzine,bonsoir y a-t-il un problème avec le serveur ma box ne capte rien merci,2024-07-19 18:04:49+00:00,https://twitter.com/Boyer71Fanzine/status/1814360763919655031,negatif,fibre,basse,False,True,72,Non,0.5944505333900452,bonsoir y a-t-il un probleme avec le serveur ma box ne capte rien merci,FIBRE,0.75,technique,service_technique,0.65,0.6
2214,BonplanIDF75,"n'allez jamais chez free, sa pue la merde, 10 jours sans internet, ils installent des backup qui ne fonctionnent même pas. plus jamais free !",2024-11-01 10:15:45+00:00,https://twitter.com/BonplanIDF75/status/1852293442220531884,negatif,fibre,basse,False,True,72,Oui,0.9425849318504332,"n'allez jamais chez free, sa pue la merde, 10 jours sans internet, ils installent des backup qui ne fonctionnent meme pas. plus jamais free !",FIBRE,0.75,aucun,service_client,0.5,0.8
2588,balancetonehpad,"jeudi au tel (box télé + 2 forfaits mobiles) pour se plaindre du prix hein, j'ai obtenu 7€ de moins sur un abonnement pendant 1 an. on va résilier hein !!",2024-11-23 17:22:33+00:00,https://twitter.com/balancetonehpad/status/1860373382694380008,negatif,facture,basse,False,True,72,Non,0.3445775508880615,"jeudi au tel (box tele + 2 forfaits mobiles) pour se plaindre du prix hein, j'ai obtenu 7EUR de moins sur un abonnement pendant 1 an. on va resilier hein !!",FACTURE,0.9,facturation,service_commercial,0.65,0.6
1804,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés tom_tmp25nnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-10-08 11:52:49+00:00,https://twitter.com/Freebox/status/1843620561106174010,negatif,autre,basse,False,True,72,Non,0.5833030343055725,"la messagerie privee x n'est plus disponible, et nous en sommes desoles tom_tmp25nnretrouvez-nous des a present sur messenger &gt; nou via",SAV,0.75,aucun,service_client,0.5,0.6
1290,ShinTdi,"comment cela se passe quand on veut souscrire, qu on est dispo que les vendredi et qu on ne me propose que du lundi au jeudi pour le raccordement ?",2024-09-16 11:29:09+00:00,https://twitter.com/ShinTdi/status/1835642073698926980,negatif,autre,basse,False,True,72,Non,0.2894039750099182,"comment cela se passe quand on veut souscrire, qu on est dispo que les vendredi et qu on ne me propose que du lundi au jeudi pour le raccordement ?",ACTIVATION,0.75,information,service_client,0.8,0.6
3212,parnorae,"coupure de box internet qui a commencé il y a une semaine mais qui va durer jusqu’au 30 avril mais mdr même pas de solution en attendant a part un boîtier qui tiens 2 jours, refus de geste commercial alors que je paye la ultra quand même et que j’ai 3 lignes rattachées",2025-04-01 08:32:18+00:00,https://twitter.com/parnorae/status/1906987978938814645,negatif,fibre,basse,False,True,72,Oui,0.3998840153217315,"coupure de box internet qui a commence il y a une semaine mais qui va durer jusqu'au 30 avril mais mdr meme pas de solution en attendant a part un boitier qui tiens 2 jours, refus de geste commercial alors que je paye la ultra quand meme et que j'ai 3 lignes rattachees",FIBRE,0.9,incident_reseau,service_technique,0.65,0.7
473,Fuuumbleee,"plusieurs années, peu de soucis avec ma pop dans une zone dense et temps d'intervention super rapide, je déménage dans une zone plus rurale et inversement de la situation... plusieurs coupures totales de services fibre ultra en a peine 4 mois",2024-08-05 19:46:03+00:00,https://twitter.com/Fuuumbleee/status/1820546831815967181,negatif,fibre,moyenne,False,True,48,Oui,0.3029396533966064,"plusieurs annees, peu de soucis avec ma pop dans une zone dense et temps d'intervention super rapide, je demenage dans une zone plus rurale et inversement de la situation... plusieurs coupures totales de services fibre ultra en a peine 4 mois",FIBRE,0.75,incident_reseau,service_technique,0.65,0.7
1917,ywenbh,vous êtes fou ou quoi à couper la connexion comme ça au gens,2024-10-15 23:34:00+00:00,https://twitter.com/ywenbh/status/1846333733915279805,negatif,autre,basse,False,True,72,Non,0.3722383975982666,vous etes fou ou quoi a couper la connexion comme ca au gens,FIBRE,0.75,aucun,service_client,0.5,0.6
2280,R1RT_35,"je viens de compter… 18 fois le même problème depuis le 25 décembre 2023 et personne n’est foutu de régler ce problème, vous trouvez ça normal ??",2024-11-05 12:54:09+00:00,https://twitter.com/R1RT_35/status/1853782857996452229,negatif,autre,basse,False,True,72,Non,0.4190610349178314,"je viens de compter... 18 fois le meme probleme depuis le 25 decembre 2023 et personne n'est foutu de regler ce probleme, vous trouvez ca normal ??",TV,0.75,aucun,service_client,0.5,0.6
3139,Titiagogg,"sa fait 5 6 jour y a pas de réseau, il se passe quoi ?n+",2025-03-21 21:49:13+00:00,https://twitter.com/Titiagogg/status/1903202261750485303,negatif,autre,basse,False,True,72,Non,0.85,"sa fait 5 6 jour y a pas de reseau, il se passe quoi ?n+",autre,0.5,aucun,service_client,0.5,0.6
3045,Freebox,"bonjour,nnsi vous n'avez pas reçu d'assistance concernant le retour du matériel, je vous invite à nous contacter dès à présent sur messenger :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-06 11:51:30+00:00,https://twitter.com/Freebox/status/1897616020749090942,negatif,autre,basse,False,True,72,Non,0.3568252027034759,"bonjour,nnsi vous n'avez pas recu d'assistance concernant le retour du materiel, je vous invite a nous contacter des a present sur messenger :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",SAV,0.9,processus_sav,service_client,0.8,0.6
362,Gonrak,"tjs pas d'accès fibre depuis le 29/07 23h50, heure affiché mais pas d'accès internet eth ou wifi. exactement comme le 28/07 vers 02h00. reboot box et remplacement des cpl rien n'y fait. réclamation d'un geste commercial en cette période de vacances.nrespectueusement.",2024-07-30 05:53:15+00:00,https://twitter.com/Gonrak/status/1818162922314465595,negatif,fibre,basse,False,True,72,Oui,0.6880032420158386,"tjs pas d'acces fibre depuis le 29/07 23h50, heure affiche mais pas d'acces internet eth ou wifi. exactement comme le 28/07 vers 02h00. reboot box et remplacement des cpl rien n'y fait. reclamation d'un geste commercial en cette periode de vacances.nrespectueusement.",FIBRE,0.9,technique,service_technique,0.8,0.7
136,FuckedUpMinded_,bonjour pas de connexion ce soir sur ma box,2024-07-19 18:25:44+00:00,https://twitter.com/FuckedUpMinded_/status/1814366025778864287,negatif,fibre,basse,False,True,72,Non,0.4825499057769775,bonjour pas de connexion ce soir sur ma box,FIBRE,0.85,technique,service_technique,0.65,0.6
2326,Micklecomedien_,indemnisé pour ? a quelle hauteur ? sur quelle base ?,2024-11-07 12:11:02+00:00,https://twitter.com/Micklecomedien_/status/1854496780513124648,negatif,autre,basse,False,True,72,Non,0.5122609734535217,indemnise pour ? a quelle hauteur ? sur quelle base ?,FACTURE,0.75,information,service_client,0.65,0.6
1054,JMA38620,"pour la fibre chez free, ils ne sont bons qu a prendre des photos de la box, et après plus de nouvelles.n2 rendez vous, 2 jours perdu, et aucune nouvelle...la honte.",2024-09-05 15:10:05+00:00,https://twitter.com/JMA38620/status/1831711406808301748,negatif,fibre,basse,False,True,72,Oui,0.5684861540794373,"pour la fibre chez free, ils ne sont bons qu a prendre des photos de la box, et apres plus de nouvelles.n2 rendez vous, 2 jours perdu, et aucune nouvelle...la honte.",FIBRE,0.85,technique,service_technique,0.65,0.7
3124,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger que l'on fasse le point sur l'envoi des équipements :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-20 10:11:41+00:00,https://twitter.com/Freebox/status/1902664332191949286,negatif,autre,basse,False,True,72,Non,0.5168967843055725,"bonjour,nnla messagerie privee x n'est plus disponible. nretrouvez-moi des a present sur messenger que l'on fasse le point sur l'envoi des equipements :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",SAV,0.75,livraison,service_logistique,0.65,0.6
23,free,"et si votre mobile a rendu l'âme, déposez-le dans une boite de collecte disponible dans nos boutiques free pour qu'il soit recyclé ️.nnvous pourrez en profiter pour vous offrir un smartphone reconditionné à prix free ️",2022-01-14 08:00:01+00:00,https://twitter.com/free/status/1481898887937880067,positif,facture,basse,False,False,72,Non,0.9,"et si votre mobile a rendu l'ame, deposez-le dans une boite de collecte disponible dans nos boutiques free pour qu'il soit recycle .nnvous pourrez en profiter pour vous offrir un smartphone reconditionne a prix free",MOBILE,0.75,facturation,service_commercial,0.65,0.6
2535,ranPomm,la vie de ma mère jvais cabler srx ça pue la merde la co depuis 1 mois et j'ai la fibre jsp faites un effort nn ? en plus là c'est bloqué étape 6 ptn,2024-11-20 23:51:19+00:00,https://twitter.com/ranPomm/status/1859384057647267915,negatif,fibre,basse,False,True,72,Oui,0.4086762070655823,la vie de ma mere jvais cabler srx ca pue la merde la co depuis 1 mois et j'ai la fibre jsp faites un effort nn ? en plus la c'est bloque etape 6 ptn,FIBRE,0.75,aucun,service_client,0.5,0.7
